symbol	all	control	tgf	tnf	mix
TSSC2	9	7	6	7	9
MTND1P27	4	1	3	8	6
C1QTNF5	9	9	3	6	7
LINC01441	9	7	6	6	9
CPTP	9	9	6	6	9
LINC00691	9	7	6	7	9
PRR29	7	9	2	4	5
EIF4BP3	4	4	4	5	7
HNRNPA1P48	4	4	4	5	4
SH3BP5-AS1	8	1	2	1	7
LINC02671	9	7	9	7	7
NDUFAF8	7	1	9	5	7
TMEM233	9	7	6	7	9
PSME2P2	8	3	2	8	2
RPS8P1	7	1	9	5	4
ANKRD49P2	9	7	4	6	9
SFTA1P	9	9	8	6	7
GBP1P1	6	6	1	7	9
RPL35P5	7	1	9	5	6
MCRIP1	9	9	3	8	7
MIAT	6	6	1	7	9
ERCC6	7	1	9	7	4
RUSC1-AS1	9	3	9	8	7
NOL7	4	4	3	4	6
MTND1P23	4	1	9	8	6
RPL23AP34	7	1	9	5	4
TLK2P1	6	6	1	7	9
RPL6P4	7	1	3	5	7
RPS3AP46	9	7	6	7	9
BAIAP2-DT	9	7	6	6	7
LEMD1-AS1	9	7	6	7	7
RPS3AP10	7	1	3	4	4
RPL10AP6	7	1	9	5	4
LINC02909	6	7	6	7	9
SLC16A1-AS1	6	7	6	7	9
RPS7P10	7	1	3	5	7
TEX41	9	7	6	7	7
DANCR	5	4	3	5	4
LINC01630	9	7	6	7	9
LINC01537	4	1	4	6	7
SCAMP4	9	6	6	7	9
SLC2A1-AS1	9	7	6	7	9
ATP5F1AP2	4	1	3	4	6
RPL23AP74	7	4	5	5	4
RCC2-AS1	4	4	3	4	7
RPL21P90	7	4	9	4	4
RPL3P2	7	1	8	4	7
NACA4P	9	7	6	7	6
ATP8	9	9	6	7	9
OST4	9	3	9	6	6
LINC01013	4	1	4	6	2
LOC101928565	9	6	9	7	7
DHFR	5	8	5	5	4
LINC00954	6	7	6	7	9
PSMD2P1	4	4	4	4	6
RPS2P20	7	1	9	5	4
RPS7P4	7	1	9	5	4
GS1-124K5.11	6	7	6	7	9
MTCO2P12	9	3	6	4	6
MTATP8P2	9	9	9	7	9
RPL4P4	7	4	9	5	4
NAMPTP1	4	1	3	4	4
ZNF688	6	6	6	7	7
PET100	9	7	9	7	9
EMX2OS	9	7	6	6	9
RPS3AP7	7	1	9	5	4
RPL5P4	7	1	6	5	4
RPL10P6	7	9	9	4	4
ACBD6	9	7	4	7	6
RPL4P5	7	4	3	5	4
MTND5P14	9	1	4	8	7
TPI1P2	7	1	5	4	7
RPL4P3	7	5	9	5	7
RPL6P19	7	1	9	5	7
RPL23P5	4	4	6	5	4
LINC00595	9	3	6	6	9
ANKRD18B	9	1	2	8	7
GPAA1P2	9	9	6	6	7
RPL10P3	6	6	1	7	7
RPS2P16	7	1	9	5	4
RPL18AP6	7	1	9	5	7
RPL7P32	7	1	3	4	7
RPL9P11	7	1	9	4	4
MANCR	7	9	9	6	9
LINC01750	6	6	1	7	9
LOC100132215	6	6	1	7	9
RPS6P10	4	4	4	5	4
MTRNR2L4	9	7	6	7	7
RPL4P2	4	1	3	4	7
RPL23P7	4	4	3	5	6
RPL5P6	7	1	9	5	4
BPESC1	6	6	1	7	9
EEF1B2P3	4	4	3	5	4
RPL3P4	7	1	9	5	4
RPLP0P5	4	4	3	5	7
SNHG15	7	4	3	4	7
SNHG7	7	5	5	5	4
EEF1A1P14	4	4	4	4	4
GPX1	7	9	2	8	4
GTF2IP4	9	9	8	6	6
RPS2P8	7	4	9	5	4
HOTAIRM1	7	5	5	4	4
LINC01638	3	7	7	6	2
CICP27	9	7	6	7	9
RPL10P9	7	9	9	4	7
RPS28	9	9	9	6	7
UQCRHL	6	7	1	7	9
RPL5P34	7	4	9	5	4
RPL10P12	7	9	4	5	4
RPL5P10	7	1	9	5	7
RPS2P11	7	5	9	5	7
RPS15AP11	4	4	3	4	6
FHP1	7	1	3	4	4
ZNF879	9	7	6	7	9
LOC101926913	9	9	9	6	7
LOC349160	6	6	1	7	9
LOC100129484	6	6	1	7	9
PINLYP	9	3	6	8	7
JRK	4	1	4	6	4
GAS5	7	1	9	5	4
RPS3AP6	7	1	9	5	4
RPL23AP42	7	4	9	4	4
MIR155HG	8	3	3	9	8
EIF4A1P2	7	1	3	4	7
ZSCAN31	4	1	3	8	6
C12orf75	4	8	3	6	6
LINC02154	9	7	4	8	6
SPAAR	4	4	8	6	6
RPS2P7	7	1	3	5	7
RPL6P27	7	1	9	5	4
GNAS-AS1	9	9	4	7	9
LINC01102	9	7	6	7	9
MFRP	9	9	9	6	7
KIAA0040	4	5	3	4	7
LINC00607	3	2	8	6	1
RPL7AP70	7	1	9	4	4
BHLHE40-AS1	9	7	6	7	7
MORC2-AS1	6	6	6	7	9
TMEM147-AS1	9	7	9	7	9
RPL23AP37	7	5	9	5	7
RPL5P9	7	1	9	5	4
PPIAL4G	6	6	1	7	7
NPM1P40	6	6	1	7	9
HNRNPA3P5	4	4	9	4	7
RPL24P8	7	1	3	4	7
BCYRN1	9	9	6	7	7
CBR3-AS1	6	6	6	7	9
RPL6P20	7	1	9	5	7
PRMT5-AS1	7	1	9	4	6
CDKN2AIPNL	7	1	5	4	7
TTN-AS1	9	7	9	6	7
RPL12P39	7	4	3	4	4
RPL9P8	7	1	3	5	4
LOC644135	9	7	9	7	6
P4HA2-AS1	9	1	4	6	2
RPL14P4	7	1	9	5	4
EEF1A1P31	6	6	1	7	9
LOC102724434	7	1	9	6	7
RPL35P1	7	1	9	5	6
RPL9P7	7	1	3	5	4
SNORD13	9	9	1	7	9
RPL5P22	7	4	9	5	7
TXNDC5	4	1	9	6	6
RBM14	7	1	5	4	7
RPS6P9	7	1	9	4	7
MYADML	6	7	1	7	9
NME1	4	4	5	5	7
TNFSF12	7	5	3	4	4
APOBEC3G	9	7	4	8	9
PSMB9	8	9	6	8	2
C1orf226	7	5	3	4	4
RPL7P24	7	5	3	4	7
STRIT1	6	6	6	7	9
RPSAP12	7	1	3	5	7
ZNF542P	9	1	6	6	7
RPS2P5	7	1	9	5	4
RPS8P8	7	1	9	5	4
RPL9P3	7	1	9	4	7
MTATP8P1	9	9	9	7	9
RPSAP48	6	6	1	7	9
RPS6P25	7	1	9	5	7
PNMA2	7	5	3	4	4
RPL9P25	7	1	9	4	4
MIF	9	9	9	4	9
RPL5P1	7	4	9	5	4
EEF1A1P25	7	1	3	4	4
ATP5MF	9	7	6	7	9
ARPC1A	7	4	5	5	4
TMEFF1	4	1	4	8	4
FABP5P3	4	4	9	6	2
RPL13AP18	7	1	9	5	4
PLEKHO2	7	1	9	4	7
PISD	4	4	3	4	6
RPS3AP49	7	1	3	5	4
RPL9P28	7	1	3	5	4
RPL7AP6	7	1	9	5	4
SNHG3	7	5	3	5	7
RPL5P29	7	4	9	4	7
RPS3AP14	7	1	9	5	4
ARFGAP3	4	4	6	6	6
PEG10	4	1	4	9	4
RPS13P8	9	7	4	4	7
EIF6	7	1	5	4	7
RPL10AP9	7	1	9	5	4
RPS3AP34	7	1	9	5	4
RPL5P12	7	1	9	5	4
AP5Z1	9	3	9	8	2
SOX2-OT	6	6	1	7	9
MRPL33	4	4	4	6	6
RPL6P10	7	4	9	5	7
STON1	7	7	6	6	7
RPL23AP55	7	1	5	5	7
RPL6P13	7	1	3	5	7
STMP1	9	7	6	7	9
C4orf48	9	9	9	7	9
RPS6P21	7	1	3	5	7
TNFRSF6B	5	5	2	9	5
NPIPB5	6	7	6	7	9
RPS6P17	4	1	4	4	7
RN7SL832P	6	6	6	8	2
RPL5P17	7	5	3	5	4
RPL23AP65	7	5	9	5	7
RPS2P24	7	1	3	5	7
RPL21P53	7	1	9	4	7
DDOST	4	4	4	4	6
RPL5P24	7	1	9	5	7
RPL9P27	7	1	9	4	7
DUXAP10	3	7	8	7	2
RPL7P23	7	5	3	5	7
ETV5	7	5	5	5	7
CFHR1	4	1	3	6	6
RBM12	4	4	3	4	6
APOBEC3C	9	9	9	8	9
RPL21P128	7	1	9	4	4
RPS26P19	4	4	9	4	7
RPL10AP11	7	1	9	5	4
PTCHD4	9	7	1	7	9
RPL17P7	7	4	9	5	4
N4BP2L2	9	7	6	7	6
LINC02453	9	9	1	7	8
IGFBP7-AS1	3	1	8	7	2
SAP30L-AS1	3	3	8	7	2
LINC01550	9	7	9	7	7
LOC101929210	9	5	4	8	9
H2AJ	9	9	2	8	7
LOC106699570	9	7	6	7	7
OIP5-AS1	9	7	1	7	9
MARS2	4	4	4	4	7
PCED1B-AS1	9	7	6	6	7
NR2F2-AS1	7	9	9	7	4
LETR1	7	1	2	6	5
MTATP6P1	7	1	9	4	4
OTX2-AS1	9	7	6	7	9
RBM14-RBM4	7	1	5	4	7
MTND5P9	4	4	9	4	7
HHIP-AS1	4	4	3	4	4
LINC01411	9	9	9	7	9
HMGN1P14	6	6	6	7	9
ZNF286B	9	7	6	7	9
ECSCR	4	1	3	4	6
EEF1A1P19	4	4	3	4	4
TMEM158	5	8	5	4	4
EEF1A1P35	4	4	3	4	4
LINC02762	7	9	3	6	4
GMPSP1	4	4	3	6	7
LINC01182	6	6	1	7	9
LOC100288073	4	2	3	8	6
MFSD4BP1	9	7	1	8	6
METTL21EP	9	7	6	7	9
H3P14	9	9	6	6	9
ZNF674	9	7	6	7	9
LOC100505685	6	6	1	7	9
SHANK3	5	5	5	4	4
MALAT1	7	5	2	5	4
LOC100507437	9	9	6	7	7
CCDC71L	4	1	2	8	4
HOXA10	9	9	9	6	6
TUG1	9	3	4	8	9
TRNP1	5	5	2	9	5
PCAT1	6	6	6	7	9
SINHCAFP3	6	6	1	7	9
EIF5AL1	9	3	3	4	7
LINC01484	9	7	6	7	9
PRKDC	7	5	5	5	7
PCDHGA10	9	7	6	6	9
LOC154761	7	5	5	6	4
VPS13B-DT	7	1	9	4	4
LINC01111	6	7	1	7	7
HMGB3P29	6	7	6	7	9
UBTFL9	6	6	1	7	9
LOC100506675	6	6	1	7	9
SENCR	7	7	2	4	4
MEX3A	9	3	6	6	9
EEF1G	9	9	9	6	4
LOC101928535	9	7	9	6	9
LOC283299	9	7	6	6	9
HTD2	9	7	3	6	7
LOC171391	9	7	6	6	9
SNHG1	4	4	3	4	6
AGAP2-AS1	9	7	1	7	7
MTRNR2L10	6	3	1	7	7
MTRNR2L3	9	7	1	7	7
SMIM10L1	4	4	4	6	6
MTRNR2L1	9	3	6	4	9
LOC100130111	9	3	1	7	2
DENND11	3	3	8	7	1
CLLU1	9	7	1	7	7
GALNT4	4	1	9	9	7
PSMA3-AS1	6	6	1	7	2
INAFM1	9	3	9	6	9
CNPY2	9	1	6	6	2
LOC105369760	4	8	3	4	6
C17orf49	9	9	6	8	9
TRIM34	8	1	6	8	2
PRC1-AS1	5	8	5	5	4
ITPK1-AS1	9	7	1	7	6
LINC00520	7	1	5	8	4
LINC02691	9	7	1	7	9
TUBB3	4	4	4	8	6
BLOC1S5-TXNDC5	4	1	9	6	6
LOC105370531	4	5	4	4	6
RPS3AP4	7	1	9	5	7
LINC00924	9	7	4	7	7
ITGB3	4	4	9	6	6
EEF1A1P22	4	1	4	4	4
TEDC2-AS1	6	7	1	7	9
HOXB7	9	9	9	6	6
NORAD	7	1	3	6	7
LOC643802	9	7	6	7	9
LOC102724163	8	7	9	1	9
FRRS1L	9	7	6	7	7
SNHG19	7	9	3	5	4
PPIAP46	7	1	9	4	6
LINC01963	9	7	6	6	7
CCPG1	3	4	8	8	2
RBFADN	9	7	6	7	9
PECAM1	7	1	3	5	5
LOC100507334	9	7	6	7	9
LOXL1-AS1	9	3	8	6	9
GTF2I	9	9	8	6	9
RNF213-AS1	9	7	9	7	7
PPIAL4C	4	4	3	4	7
IKBKE	8	3	6	8	2
UBBP4	4	4	9	8	6
RN7SL275P	9	7	1	7	9
NBPF11	4	4	3	6	6
DYNLL2	4	1	9	6	6
RN7SL718P	9	7	6	7	9
RN7SL440P	9	7	6	7	6
RBM8A	4	4	3	4	6
TIMM23	4	4	3	4	6
RNF115	7	1	2	4	4
TUFMP1	7	1	9	4	7
TXNIP	7	5	3	6	4
STRADA	7	1	5	4	4
SNHG25	9	6	9	7	7
NCOA4	4	4	4	4	6
MRPS21	9	9	6	7	9
LINC01443	9	7	6	7	9
RN7SL524P	6	7	1	7	9
LOC100505715	9	9	9	7	7
ILF3-DT	6	6	6	7	9
PCAT19	7	9	3	6	4
HEATR6-DT	9	7	4	7	9
ZNF285	6	6	1	7	9
MIR497HG	9	3	4	8	7
S1PR2	9	7	6	7	9
MTCO2P2	4	4	3	4	6
EIF5AP2	9	7	9	7	7
CARD8-AS1	4	4	9	6	4
NBPF12	4	3	9	8	6
ZNF8-DT	9	3	4	8	6
LINC00664	9	7	6	7	7
FBXO17	7	9	9	6	4
IKBKG	4	1	3	4	6
ZNF587B	7	1	6	6	7
PLA2G4C-AS1	8	9	6	1	9
SNHG8	7	4	3	5	4
NCBP2AS2	4	4	3	4	4
MTCO2P22	9	7	6	7	7
H4C15	9	7	6	7	9
PFN1P2	4	4	3	4	2
LINC01235	5	5	5	5	5
MTRNR2L6	9	7	6	4	7
H4C14	9	7	6	7	9
NBPF10	4	4	4	8	6
CCL5	1	3	6	1	3
LIX1L	7	1	9	4	7
MTND5P10	4	4	1	4	7
GTF2H5	6	3	1	7	7
H2AC19	8	3	2	8	2
NUP153-AS1	8	3	4	9	8
IER3-AS1	3	3	8	8	1
NUDT3	7	1	9	4	4
POM121C	4	4	3	4	7
ZNF595	9	7	6	7	9
DCP1A	6	6	1	7	9
LYPD4	6	6	6	7	9
ZBTB8B	9	7	6	7	9
ZNHIT3	9	7	6	7	7
LCA10	9	7	6	7	7
ARHGAP23	5	5	5	4	5
H2BC8	6	6	1	7	9
USP27X	9	7	1	7	7
LILRA4	9	7	4	7	9
RPS2P49	7	1	4	5	7
LOC102724219	8	2	6	7	2
TUBAP6	4	4	9	4	6
RPS2P50	7	1	9	4	6
ZNF280B	6	6	1	7	9
PPP4R3B	4	4	3	6	7
PRAG1	7	5	8	6	4
DHRS11	7	1	5	4	4
HNF1B	9	7	4	7	9
U2AF1L5	4	4	3	4	6
DUSP14	4	5	4	4	6
UHRF1	7	4	3	5	4
ORAI1	9	9	9	8	4
LOC102724951	9	3	6	8	2
LOC100132834	9	7	6	7	9
TADA2A	9	7	9	7	7
PIP4K2B	7	1	9	6	6
LINC01879	6	7	6	7	9
CCL14	5	5	2	5	5
HERC2P2	9	9	4	7	7
RAB7B	7	1	2	8	4
LINC02227	6	6	1	7	9
GTF2IP1	9	9	8	6	9
LOC102724843	9	2	6	7	2
LOC102723996	8	3	2	9	8
PCGF2	7	1	3	4	6
MAFIP	9	9	6	7	9
MARCKS	9	3	6	8	7
DDX52	9	7	6	8	9
GSTT1	9	9	6	7	9
LOC102723360	9	2	6	7	2
ZNF8	9	7	6	7	9
C11orf98	7	1	9	4	6
NKILA	9	3	9	6	2
TSTD3	9	9	9	6	9
BCLAF1P2	4	4	4	4	6
PCAT5	9	9	6	6	7
PAGR1	7	1	5	5	6
LINC00921	9	7	6	7	9
TGFB2-OT1	3	6	1	7	1
GIMAP1-GIMAP5	7	9	4	4	4
LOC729998	7	1	3	5	4
